2228,Medium variant,Japan,,392,Country/Area,906,2020,4778.4810 ,5401.4880 ,5564.5260 ,5702.6450 ,5996.8770 ,6150.4480 ,6789.7450 ,7665.6710 ,8468.4210 ,10004.6540 ,8658.6110 ,7882.9040 ,7496.1220 ,8379.1130 ,9127.3180 ,7058.0570 ,5339.0490 ,3630.3440 ,1785.8230 ,517.5250 ,78.6360 
2229,Medium variant,Japan,,392,Country/Area,906,2025,4402.6300 ,4784.3480 ,5406.2040 ,5594.2750 ,5718.4860 ,6007.1130 ,6181.4290 ,6842.2230 ,7657.0940 ,8438.9160 ,9932.3160 ,8549.6290 ,7722.7070 ,7257.6790 ,7973.3360 ,8412.3920 ,6083.6350 ,4028.1810 ,2155.1060 ,709.9920 ,118.2900 
2230,Medium variant,Japan,,392,Country/Area,906,2030,4241.6230 ,4406.7270 ,4787.7010 ,5427.6320 ,5631.3200 ,5751.0720 ,6027.8950 ,6188.9370 ,6833.2120 ,7625.0560 ,8372.5640 ,9805.2500 ,8380.6550 ,7489.4080 ,6928.8590 ,7389.5120 ,7317.7880 ,4661.5440 ,2441.5340 ,881.5440 ,168.2230 
2231,Medium variant,Japan,,392,Country/Area,906,2035,4204.6070 ,4246.2760 ,4410.5090 ,4810.6960 ,5467.2280 ,5666.5160 ,5774.4410 ,6037.7640 ,6184.3600 ,6808.6430 ,7570.4060 ,8273.8120 ,9624.0830 ,8145.1590 ,7174.4160 ,6457.3400 ,6486.2430 ,5687.8670 ,2889.4010 ,1027.2730 ,219.0980 
2232,Medium variant,Japan,,392,Country/Area,906,2040,4175.6810 ,4209.4410 ,4250.2070 ,4433.8460 ,4851.3580 ,5503.2700 ,5690.7310 ,5785.7610 ,6035.0710 ,6165.3360 ,6764.3530 ,7487.8720 ,8132.1770 ,9371.6170 ,7827.8520 ,6721.5280 ,5718.2200 ,5112.1430 ,3599.9960 ,1252.6900 ,267.3310 
2233,Medium variant,Japan,,392,Country/Area,906,2045,4111.3410 ,4180.7030 ,4213.4940 ,4273.8290 ,4475.3300 ,4888.8930 ,5528.4940 ,5703.1460 ,5785.1590 ,6018.8290 ,6129.1840 ,6696.6100 ,7369.0600 ,7934.6230 ,9032.6370 ,7370.8900 ,6002.8610 ,4569.6720 ,3303.1330 ,1605.9550 ,335.5090 
2234,Medium variant,Japan,,392,Country/Area,906,2050,3962.2370 ,4116.5210 ,4184.8380 ,4237.3390 ,4315.8940 ,4513.9150 ,4915.6500 ,5542.0480 ,5703.9850 ,5771.9010 ,5986.7020 ,6072.9040 ,6598.3890 ,7202.8070 ,7669.4220 ,8543.1110 ,6635.8540 ,4861.0630 ,3013.5470 ,1515.4840 ,440.4120 
2235,Medium variant,Japan,,392,Country/Area,906,2055,3748.1500 ,3967.5850 ,4120.7540 ,4208.8430 ,4279.7380 ,4355.0660 ,4541.6660 ,4930.9430 ,5544.3900 ,5692.8370 ,5744.1820 ,5936.2770 ,5990.9340 ,6460.8780 ,6980.4770 ,7286.4450 ,7748.1890 ,5445.1230 ,3272.1190 ,1423.1660 ,457.2220 
2236,Medium variant,Japan,,392,Country/Area,906,2060,3565.5990 ,3753.6530 ,3971.9030 ,4144.8870 ,4251.5170 ,4319.3150 ,4383.4580 ,4558.1370 ,4935.6630 ,5535.3990 ,5668.1050 ,5699.8730 ,5862.2780 ,5875.5060 ,6276.7010 ,6657.9280 ,6655.2620 ,6431.6930 ,3737.7140 ,1588.8480 ,452.3650 
2237,Medium variant,Japan,,392,Country/Area,906,2065,3468.2160 ,3571.2400 ,3758.0650 ,3996.1840 ,4187.8400 ,4291.4910 ,4348.1400 ,4400.6890 ,4564.4580 ,4930.1900 ,5513.9580 ,5628.1990 ,5634.6490 ,5758.1390 ,5721.4730 ,6009.8350 ,6121.7530 ,5590.8920 ,4497.9720 ,1867.8350 ,505.0410 
2238,Medium variant,Japan,,392,Country/Area,906,2070,3433.6520 ,3473.9490 ,3575.7410 ,3782.5300 ,4039.4640 ,4228.1680 ,4320.7140 ,4365.9050 ,4408.0640 ,4561.3470 ,4913.8680 ,5478.6890 ,5569.1070 ,5542.5890 ,5619.4780 ,5498.1070 ,5561.3570 ,5200.0630 ,3985.1100 ,2310.0610 ,604.3960 
2239,Medium variant,Japan,,392,Country/Area,906,2075,3407.0020 ,3439.4600 ,3478.5160 ,3600.3260 ,3826.1550 ,4080.2300 ,4257.7930 ,4338.9680 ,4374.0210 ,4406.5000 ,4548.5210 ,4885.8200 ,5426.1340 ,5485.6000 ,5420.3650 ,5418.4470 ,5118.7660 ,4775.2540 ,3772.6360 ,2103.6120 ,762.8080 
2240,Medium variant,Japan,,392,Country/Area,906,2080,3348.9980 ,3412.8850 ,3444.0670 ,3503.2150 ,3644.2390 ,3867.3650 ,4110.3190 ,4276.5480 ,4347.7620 ,4373.5830 ,4395.9580 ,4525.4820 ,4843.4120 ,5351.6540 ,5375.0330 ,5243.1670 ,5073.6530 ,4441.2010 ,3526.4320 ,2045.4870 ,774.1080 
2241,Medium variant,Japan,,392,Country/Area,906,2085,3249.7240 ,3354.9420 ,3417.5460 ,3468.8440 ,3547.3400 ,3685.8250 ,3897.9040 ,4129.6020 ,4286.0420 ,4348.3280 ,4364.6850 ,4376.1600 ,4490.0270 ,4782.9540 ,5253.3890 ,5214.9860 ,4936.4690 ,4446.6370 ,3337.6050 ,1964.9660 ,784.4360 
2242,Medium variant,Japan,,392,Country/Area,906,2090,3133.8110 ,3255.7320 ,3359.6270 ,3442.3980 ,3513.1420 ,3589.2060 ,3716.7630 ,3917.7440 ,4139.8670 ,4287.6550 ,4340.9880 ,4347.2790 ,4345.3550 ,4439.3130 ,4703.5100 ,5111.6240 ,4935.8040 ,4369.0020 ,3399.5680 ,1910.7910 ,787.9370 
2243,Medium variant,Japan,,392,Country/Area,906,2095,3033.4830 ,3139.8860 ,3260.4600 ,3384.5590 ,3486.8300 ,3555.2240 ,3620.4460 ,3737.0600 ,3928.7580 ,4142.5690 ,4281.8040 ,4325.7490 ,4319.7520 ,4300.9080 ,4372.5880 ,4588.5600 ,4861.2810 ,4408.4960 ,3395.5060 ,1998.6110 ,796.5940 
2244,Medium variant,Japan,,392,Country/Area,906,2100,2970.3080 ,3039.6020 ,3144.6570 ,3285.4580 ,3429.1690 ,3529.1210 ,3586.7000 ,3641.0930 ,3748.7000 ,3932.5870 ,4138.3770 ,4268.7080 ,4301.2860 ,4279.9270 ,4242.6880 ,4276.3350 ,4384.0770 ,4380.5180 ,3481.6830 ,2049.2820 ,849.1020 
2245,Medium variant,Mongolia,,496,Country/Area,906,2020,375.4600 ,362.0150 ,281.8410 ,218.6020 ,228.4990 ,271.5170 ,309.3990 ,254.8810 ,222.8520 ,200.1940 ,168.3570 ,145.6950 ,97.6090 ,60.7530 ,35.6240 ,24.2650 ,13.2370 ,5.7170 ,1.5060 ,0.2460 ,0.0230 
2246,Medium variant,Mongolia,,496,Country/Area,906,2025,342.7070 ,374.1770 ,361.3530 ,280.9140 ,217.1700 ,226.6680 ,269.0340 ,305.7320 ,250.5010 ,216.6950 ,191.3270 ,157.8120 ,133.1480 ,86.1260 ,50.0430 ,26.1390 ,15.2220 ,6.6220 ,2.1040 ,0.3750 ,0.0380 
2247,Medium variant,Mongolia,,496,Country/Area,906,2030,322.3090 ,341.6660 ,373.5590 ,360.3480 ,279.3630 ,215.4840 ,224.6560 ,266.0470 ,300.9810 ,244.0830 ,207.7900 ,180.0670 ,144.9260 ,118.2310 ,71.7480 ,37.2900 ,16.7490 ,7.8130 ,2.4980 ,0.5370 ,0.0590 
2248,Medium variant,Mongolia,,496,Country/Area,906,2035,323.0570 ,321.4270 ,341.1400 ,372.5870 ,358.6480 ,277.5010 ,213.6580 ,222.2880 ,262.1880 ,293.9300 ,234.7260 ,196.3790 ,166.2100 ,129.5160 ,99.4410 ,54.3990 ,24.4130 ,8.8370 ,3.0420 ,0.6570 ,0.0880 
2249,Medium variant,Mongolia,,496,Country/Area,906,2040,336.8830 ,322.2620 ,320.9620 ,340.2550 ,370.9250 ,356.5650 ,275.4300 ,211.5380 ,219.2580 ,256.4690 ,283.5750 ,222.6520 ,182.2380 ,149.5160 ,109.9730 ,76.5170 ,36.4510 ,13.2340 ,3.5580 ,0.8260 ,0.1120 
2250,Medium variant,Mongolia,,496,Country/Area,906,2045,351.9110 ,336.1400 ,321.8300 ,320.1410 ,338.7280 ,368.8970 ,354.2080 ,272.9730 ,208.8440 ,214.8040 ,248.0740 ,270.1290 ,207.6110 ,165.0670 ,128.1760 ,85.8440 ,52.2850 ,20.3310 ,5.5000 ,1.0010 ,0.1450 
2251,Medium variant,Mongolia,,496,Country/Area,906,2050,360.2790 ,351.2090 ,335.7240 ,321.0380 ,318.7090 ,336.9030 ,366.6190 ,351.3530 ,269.8060 ,204.9040 ,208.2870 ,237.1350 ,253.2530 ,189.2130 ,142.8900 ,101.4710 ,59.7600 ,29.8680 ,8.7270 ,1.6010 ,0.1820 
2252,Medium variant,Mongolia,,496,Country/Area,906,2055,354.7790 ,359.6220 ,350.8080 ,334.9450 ,319.6530 ,317.0270 ,334.9000 ,363.8800 ,347.6360 ,265.1430 ,199.1590 ,199.7870 ,223.3550 ,232.4170 ,165.2430 ,114.7320 ,71.9300 ,34.9200 ,13.1750 ,2.6300 ,0.2900 
2253,Medium variant,Mongolia,,496,Country/Area,906,2060,341.6310 ,354.1790 ,359.2400 ,350.0420 ,333.5810 ,318.0410 ,315.2220 ,332.5430 ,360.3260 ,342.1370 ,258.3230 ,191.6500 ,189.0360 ,206.2120 ,204.9370 ,134.3760 ,82.8150 ,42.9640 ,15.8070 ,4.0870 ,0.4880 
2254,Medium variant,Mongolia,,496,Country/Area,906,2065,331.2320 ,341.0830 ,353.8230 ,358.4950 ,348.7000 ,332.0100 ,316.3420 ,313.1420 ,329.5300 ,355.0940 ,334.0860 ,249.3750 ,182.1100 ,175.5400 ,183.3430 ,168.9360 ,98.5750 ,50.5610 ,19.9480 ,5.0460 ,0.7830 
2255,Medium variant,Mongolia,,496,Country/Area,906,2070,328.7310 ,330.7280 ,340.7570 ,353.1090 ,357.1880 ,347.1640 ,330.3710 ,314.4140 ,310.5270 ,325.1470 ,347.4660 ,323.5010 ,237.9580 ,170.0500 ,157.3560 ,152.9720 ,126.1460 ,61.4170 ,24.0990 ,6.5560 ,1.0240 
2256,Medium variant,Mongolia,,496,Country/Area,906,2075,329.9200 ,328.2560 ,330.4220 ,340.0760 ,351.8590 ,355.7080 ,345.5830 ,328.5300 ,312.0140 ,306.7520 ,318.7740 ,337.4010 ,309.9140 ,223.3850 ,153.6200 ,132.8540 ,116.0600 ,80.3700 ,29.9970 ,8.1610 ,1.3650 
2257,Medium variant,Mongolia,,496,Country/Area,906,2080,330.3490 ,329.4660 ,327.9690 ,329.7720 ,338.8820 ,350.4580 ,354.2070 ,343.8290 ,326.2470 ,308.5640 ,301.2830 ,310.3530 ,324.4330 ,292.4210 ,203.3190 ,131.1670 ,102.3960 ,75.4660 ,40.3430 ,10.4500 ,1.7630 
2258,Medium variant,Mongolia,,496,Country/Area,906,2085,327.0000 ,329.9110 ,329.1910 ,327.3380 ,328.6290 ,337.5710 ,349.0680 ,352.5640 ,341.6630 ,322.9870 ,303.5800 ,294.0490 ,299.4660 ,307.5980 ,268.0540 ,175.4970 ,102.6310 ,67.9530 ,38.8430 ,14.5110 ,2.3200 
2259,Medium variant,Mongolia,,496,Country/Area,906,2090,319.3590 ,326.5740 ,329.6460 ,328.5770 ,326.2290 ,327.3890 ,336.2940 ,347.5680 ,350.5430 ,338.5730 ,318.2670 ,296.9670 ,284.6530 ,285.2140 ,283.8790 ,233.7890 ,139.3580 ,69.4890 ,35.8970 ,14.4030 ,3.2960 
2260,Medium variant,Mongolia,,496,Country/Area,906,2095,310.8490 ,318.9500 ,326.3200 ,329.0430 ,327.4930 ,325.0360 ,326.2020 ,334.9460 ,345.7440 ,347.6640 ,334.0910 ,311.9670 ,288.3200 ,272.2140 ,264.8380 ,249.9400 ,188.1920 ,96.1400 ,37.6130 ,13.7110 ,3.5690 
2261,Medium variant,Mongolia,,496,Country/Area,906,2100,303.7160 ,310.4510 ,318.7060 ,325.7350 ,327.9860 ,326.3400 ,323.9140 ,324.9760 ,333.3230 ,343.1560 ,343.4890 ,328.0760 ,303.6750 ,276.7320 ,254.1700 ,235.1970 ,203.7400 ,132.1560 ,53.2860 ,14.7940 ,3.5900 
2262,Medium variant,Republic of Korea,,410,Country/Area,906,2020,1897.0110 ,2256.8020 ,2276.7820 ,2476.4760 ,3216.2440 ,3500.0500 ,3282.4250 ,3797.4140 ,3924.9340 ,4293.9100 ,4315.5160 ,4161.1830 ,3774.5660 ,2679.1400 ,1998.0910 ,1562.5550 ,1083.8290 ,540.1030 ,184.9090 ,42.8960 ,4.3470 
2263,Medium variant,Republic of Korea,,410,Country/Area,906,2025,1739.0280 ,1898.9290 ,2258.1850 ,2286.3610 ,2493.0120 ,3229.3680 ,3506.0050 ,3282.1400 ,3787.4380 ,3902.5690 ,4251.9750 ,4252.9730 ,4074.0790 ,3655.6370 ,2534.5090 ,1799.1680 ,1282.0700 ,750.7880 ,283.3020 ,63.7980 ,8.0440 
2264,Medium variant,Republic of Korea,,410,Country/Area,906,2030,1707.4820 ,1742.4290 ,1901.5310 ,2273.3180 ,2312.9910 ,2516.8270 ,3243.4380 ,3510.6210 ,3278.5630 ,3769.9520 ,3869.1500 ,4196.0240 ,4171.9200 ,3956.1790 ,3473.9370 ,2301.5820 ,1495.9880 ,908.1660 ,406.6890 ,102.4170 ,12.8460 
2265,Medium variant,Republic of Korea,,410,Country/Area,906,2035,1715.9680 ,1710.9610 ,1745.1270 ,1916.9340 ,2300.1810 ,2337.3770 ,2532.7670 ,3249.5160 ,3507.1710 ,3265.7010 ,3740.3740 ,3822.4050 ,4122.1360 ,4060.9720 ,3774.4890 ,3178.1770 ,1939.9450 ,1081.8400 ,508.0130 ,153.4390 ,21.5120 
2266,Medium variant,Republic of Korea,,410,Country/Area,906,2040,1595.5980 ,1719.4960 ,1713.7100 ,1760.6790 ,1944.2710 ,2324.8540 ,2354.0040 ,2541.0970 ,3247.9870 ,3494.3810 ,3242.5350 ,3698.5200 ,3760.2230 ,4020.5040 ,3888.8280 ,3475.8880 ,2711.2660 ,1432.5840 ,623.4210 ,199.9230 ,33.9720 
2267,Medium variant,Republic of Korea,,410,Country/Area,906,2045,1524.8830 ,1599.1990 ,1722.2780 ,1729.3330 ,1788.2770 ,1969.5760 ,2341.8350 ,2363.1730 ,2542.5980 ,3238.0230 ,3471.2980 ,3209.1820 ,3642.7370 ,3674.5070 ,3862.4840 ,3604.3490 ,2998.9630 ,2042.0850 ,851.9160 ,255.6840 ,47.3480 
2268,Medium variant,Republic of Korea,,410,Country/Area,906,2050,1497.7810 ,1528.5420 ,1602.0400 ,1737.9610 ,1757.0580 ,1813.9150 ,1987.3440 ,2351.4260 ,2365.7860 ,2537.0610 ,3218.9730 ,3437.9740 ,3164.3650 ,3565.6620 ,3540.6750 ,3599.7980 ,3143.7290 ,2300.4220 ,1250.7510 ,364.7440 ,63.9170 
2269,Medium variant,Republic of Korea,,410,Country/Area,906,2055,1411.8280 ,1501.4760 ,1531.4170 ,1617.8000 ,1765.7850 ,1782.8690 ,1832.1100 ,1997.9090 ,2354.5940 ,2361.8920 ,2524.3350 ,3191.0350 ,3393.2670 ,3102.2040 ,3445.0190 ,3317.0580 ,3169.8710 ,2454.8720 ,1448.9330 ,558.0840 ,94.3970 
2270,Medium variant,Republic of Korea,,410,Country/Area,906,2060,1338.0620 ,1415.5640 ,1504.3820 ,1547.2460 ,1645.7810 ,1791.7300 ,1801.2910 ,1843.1960 ,2002.3900 ,2351.4920 ,2351.4930 ,2504.7630 ,3153.3130 ,3331.2340 ,3004.4960 ,3242.3990 ,2947.0020 ,2514.5870 ,1588.8930 ,672.3890 ,149.8910 
2271,Medium variant,Republic of Korea,,410,Country/Area,906,2065,1326.6810 ,1341.8330 ,1418.5040 ,1520.2470 ,1575.3550 ,1671.9430 ,1810.3150 ,1812.6640 ,1848.3780 ,2001.2360 ,2342.2310 ,2335.0300 ,2477.8740 ,3100.7770 ,3233.6070 ,2839.6870 ,2904.0010 ,2372.9490 ,1668.2110 ,766.6010 ,197.0880 
2272,Medium variant,Republic of Korea,,410,Country/Area,906,2070,1325.2410 ,1330.4820 ,1344.8010 ,1434.4260 ,1548.4290 ,1601.6650 ,1690.8030 ,1821.8860 ,1818.2230 ,1848.2710 ,1994.7650 ,2327.2920 ,2312.1930 ,2440.0750 ,3017.7220 ,3068.4010 ,2562.1630 ,2370.7260 ,1612.1700 ,834.6670 ,241.1530 
2273,Medium variant,Republic of Korea,,410,Country/Area,906,2075,1295.3000 ,1329.0540 ,1333.4620 ,1360.7700 ,1462.7100 ,1574.8610 ,1620.7240 ,1702.7140 ,1827.7110 ,1818.6620 ,1843.3120 ,1983.5330 ,2306.4710 ,2279.9150 ,2379.9150 ,2876.3060 ,2787.8900 ,2118.0630 ,1646.3260 ,835.2090 ,280.3980 
2274,Medium variant,Republic of Korea,,410,Country/Area,906,2080,1258.6480 ,1299.1380 ,1332.0460 ,1349.4570 ,1389.1360 ,1489.2760 ,1594.0720 ,1632.8950 ,1709.0180 ,1828.5550 ,1814.4990 ,1834.1010 ,1967.5260 ,2276.9980 ,2228.3530 ,2277.0400 ,2633.9510 ,2333.1150 ,1501.7540 ,881.9130 ,302.9360 
2275,Medium variant,Republic of Korea,,410,Country/Area,906,2085,1231.1450 ,1262.5020 ,1302.1460 ,1348.0610 ,1377.8700 ,1415.8120 ,1508.6530 ,1606.4210 ,1639.5580 ,1710.5770 ,1824.9830 ,1806.3720 ,1820.7160 ,1944.6010 ,2229.7570 ,2139.7510 ,2099.1130 ,2234.0680 ,1687.6880 ,830.1810 ,334.5460 
2276,Medium variant,Republic of Korea,,410,Country/Area,906,2090,1189.7430 ,1235.0160 ,1265.5260 ,1318.1890 ,1376.5240 ,1404.6200 ,1435.3400 ,1521.2240 ,1613.3200 ,1641.6310 ,1708.0380 ,1817.6400 ,1794.4000 ,1801.3480 ,1907.5180 ,2148.0910 ,1984.9330 ,1800.7140 ,1651.3070 ,961.4790 ,341.5480 
2277,Medium variant,Republic of Korea,,410,Country/Area,906,2095,1153.8160 ,1193.6290 ,1238.0500 ,1281.5930 ,1346.6920 ,1403.3310 ,1424.2420 ,1448.0990 ,1528.4360 ,1615.7730 ,1639.8380 ,1702.0660 ,1806.7110 ,1776.9770 ,1769.8320 ,1843.1040 ,2004.3500 ,1721.7530 ,1356.7340 ,972.9620 ,396.2880 
2278,Medium variant,Republic of Korea,,410,Country/Area,906,2100,1141.9130 ,1157.7140 ,1196.6790 ,1254.1330 ,1310.1500 ,1373.5680 ,1423.0300 ,1437.1180 ,1455.5740 ,1531.3430 ,1614.5230 ,1634.8700 ,1692.9240 ,1790.7240 ,1748.4990 ,1714.8250 ,1728.8520 ,1756.6860 ,1321.6210 ,823.6420 ,433.5650 
2279,Medium variant,South-Eastern Asia,,920,Subregion,1832,2020,55950.6240 ,57077.5690 ,55217.8720 ,55022.5090 ,54790.6060 ,53946.0790 ,50576.4510 ,50354.9730 ,46030.0490 ,43161.0600 ,38829.4310 ,33202.1830 ,26888.8240 ,19256.3590 ,12282.6900 ,7841.3810 ,4824.5850 ,2297.2720 ,826.7960 ,204.4320 ,38.1090 
2280,Medium variant,South-Eastern Asia,,920,Subregion,1832,2025,54728.5680 ,55655.9640 ,56876.1390 ,54907.4620 ,54472.2170 ,54172.3380 ,53365.7030 ,49997.3020 ,49660.3930 ,45162.6740 ,41974.2000 ,37212.7600 ,31165.1180 ,24472.5050 ,16645.8810 ,9759.3010 ,5438.2400 ,2763.6740 ,1037.1850 ,277.3120 ,53.4710 
2281,Medium variant,South-Eastern Asia,,920,Subregion,1832,2030,53613.4480 ,54469.0580 ,55474.9110 ,56587.7020 ,54399.1340 ,53895.6900 ,53627.9770 ,52795.5560 ,49349.2440 ,48781.5050 ,43988.1460 ,40321.0260 ,35045.5580 ,28501.9800 ,21328.5860 ,13371.8710 ,6893.1600 ,3164.6250 ,1255.9450 ,356.2540 ,72.4160 
2282,Medium variant,South-Eastern Asia,,920,Subregion,1832,2035,52181.4380 ,53383.2640 ,54304.8660 ,55212.6680 ,56107.2930 ,53858.9030 ,53384.6710 ,53089.1200 ,52151.5880 ,48526.7960 ,47587.5240 ,42349.8120 ,38102.0990 ,32200.6960 ,25017.8190 ,17344.3480 ,9605.2280 ,4110.0040 ,1462.3020 ,431.2620 ,94.5550 
2283,Medium variant,South-Eastern Asia,,920,Subregion,1832,2040,50918.7920 ,51973.9270 ,53230.0570 ,54056.4630 ,54756.2710 ,55575.7250 ,53365.9740 ,52870.6190 ,52473.0310 ,51327.3480 ,47402.3990 ,45915.2760 ,40142.9310 ,35165.0070 ,28444.0380 ,20544.4000 ,12664.6760 ,5857.9890 ,1950.5740 ,507.9370 ,114.8730 
2284,Medium variant,South-Eastern Asia,,920,Subregion,1832,2045,49853.5500 ,50730.8290 ,51830.9900 ,52994.2580 ,53619.8950 ,54250.5840 ,55092.2130 ,52875.1910 ,52287.7640 ,51686.0280 ,50201.9550 ,45827.7510 ,43656.6590 ,37211.8240 ,31259.4940 ,23571.1200 ,15204.2950 ,7886.5420 ,2860.2410 ,694.6800 ,136.1040 
2285,Medium variant,South-Eastern Asia,,920,Subregion,1832,2050,48682.8020 ,49681.6230 ,50596.8420 ,51607.1980 ,52575.9680 ,53135.3790 ,53794.5230 ,54613.5340 ,52323.5180 ,51545.4250 ,50610.3630 ,48626.4110 ,43704.3210 ,40632.4180 ,33283.6670 ,26135.9770 ,17654.8410 ,9624.1540 ,3939.8750 ,1050.0430 ,183.1450 
2286,Medium variant,South-Eastern Asia,,920,Subregion,1832,2055,47295.4460 ,48525.0280 ,49555.2470 ,50383.5250 ,51206.4620 ,52110.5120 ,52701.7960 ,53349.0160 ,54078.4080 ,51625.3560 ,50531.2100 ,49105.0410 ,46500.1530 ,40857.7240 ,36546.9810 ,28078.6750 ,19817.9320 ,11340.5130 ,4893.5480 ,1477.8300 ,276.5040 
2287,Medium variant,South-Eastern Asia,,920,Subregion,1832,2060,45818.8050 ,47150.0590 ,48405.7850 ,49351.3430 ,49998.7460 ,50760.2350 ,51697.4860 ,52283.6580 ,52857.7180 ,53404.0750 ,50673.8190 ,49111.6490 ,47069.8060 ,43640.0470 ,36990.3440 ,31079.6600 ,21557.4670 ,12930.1610 ,5858.2310 ,1865.7500 ,398.6700 
2288,Medium variant,South-Eastern Asia,,920,Subregion,1832,2065,44364.1260 ,45684.1610 ,47037.2350 ,48210.5420 ,48981.0780 ,49570.4890 ,50368.3850 ,51305.0350 ,51828.6810 ,52243.7480 ,52486.9390 ,49343.6480 ,47191.4360 ,44322.2930 ,39733.1580 ,31764.0720 ,24130.3460 ,14289.6020 ,6797.6640 ,2266.3810 ,520.2210 
2289,Medium variant,South-Eastern Asia,,920,Subregion,1832,2070,42990.0630 ,44238.8180 ,45577.2780 ,46850.2490 ,47854.2820 ,48569.3810 ,49198.4090 ,50002.0830 ,50883.7400 ,51264.2110 ,51410.8160 ,51205.8800 ,47544.7920 ,44586.8430 ,40544.8860 ,34395.5280 ,25006.6220 ,16223.5200 ,7646.0430 ,2673.9720 ,645.7040 
2290,Medium variant,South-Eastern Asia,,920,Subregion,1832,2075,41769.9060 ,42872.2400 ,44137.0570 ,45397.8270 ,46507.3620 ,47458.3510 ,48215.2570 ,48856.2310 ,49614.7970 ,50365.3380 ,50500.0130 ,50247.3150 ,49474.7940 ,45095.5300 ,40983.4660 ,35330.1190 ,27386.7400 ,17137.2070 ,8823.3530 ,3060.4430 ,777.6700 
2291,Medium variant,South-Eastern Asia,,920,Subregion,1832,2080,40601.4990 ,41658.4490 ,42775.0410 ,43964.3260 ,45067.1700 ,46126.7340 ,47121.4550 ,47894.8560 ,48500.1890 ,49142.3580 ,49665.2370 ,49432.9950 ,48674.7590 ,47107.6980 ,41683.2300 ,35961.1220 ,28381.9830 ,19056.9950 ,9552.0980 ,3588.0360 ,909.9150 
2292,Medium variant,South-Eastern Asia,,920,Subregion,1832,2085,39404.3530 ,40495.5100 ,41565.2200 ,42608.3240 ,43644.8520 ,44700.8050 ,45806.5410 ,46821.8210 ,47567.1470 ,48070.3440 ,48506.6230 ,48687.4930 ,47990.8560 ,46511.9720 ,43781.8470 ,36873.2210 ,29168.7960 ,19968.1500 ,10824.6310 ,3995.6260 ,1076.4640 
2293,Medium variant,South-Eastern Asia,,920,Subregion,1832,2090,38162.4940 ,39303.4970 ,40405.9420 ,41403.8710 ,42298.9250 ,43291.5590 ,44396.2930 ,45527.1640 ,46521.1080 ,47175.9260 ,47494.5620 ,47619.3690 ,47366.9410 ,46000.3560 ,43446.2020 ,39039.3970 ,30261.4100 ,20788.9960 ,11484.7160 ,4626.8500 ,1241.3750 
2294,Medium variant,South-Eastern Asia,,920,Subregion,1832,2095,36960.1640 ,38066.1890 ,39217.0820 ,40249.3570 ,41103.2740 ,41957.3490 ,43001.1620 ,44135.4060 ,45252.0740 ,46165.9380 ,46653.3390 ,46689.9300 ,46419.7320 ,45534.7190 ,43154.3230 ,39022.5050 ,32403.0450 ,21921.5410 ,12148.3760 ,4967.9380 ,1461.5690 
2295,Medium variant,South-Eastern Asia,,920,Subregion,1832,2100,35839.2650 ,36867.9300 ,37982.7120 ,39064.7640 ,39956.7070 ,40771.8080 ,41679.6840 ,42756.9330 ,43883.7370 ,44930.8550 ,45692.8760 ,45922.0690 ,45600.8760 ,44745.6810 ,42891.3580 ,39000.9090 ,32733.7720 ,23841.5560 ,13087.9670 ,5347.6370 ,1616.0260 
2296,Medium variant,Brunei Darussalam,,96,Country/Area,920,2020,31.6720 ,34.6830 ,31.3090 ,33.7750 ,35.2000 ,34.4960 ,38.1410 ,38.4270 ,35.6400 ,32.3630 ,27.9920 ,22.2290 ,17.1860 ,11.3270 ,6.2110 ,3.3580 ,2.1750 ,0.9580 ,0.2810 ,0.0550 ,0.0050 
2297,Medium variant,Brunei Darussalam,,96,Country/Area,920,2025,29.5400 ,31.6170 ,34.6430 ,31.2460 ,33.6440 ,35.0410 ,34.3250 ,37.8980 ,38.0730 ,35.1430 ,31.6560 ,27.0370 ,21.0850 ,15.9120 ,10.0750 ,5.1210 ,2.4180 ,1.2460 ,0.3860 ,0.0690 ,0.0070 
2298,Medium variant,Brunei Darussalam,,96,Country/Area,920,2030,27.7130 ,29.4940 ,31.5830 ,34.5780 ,31.1320 ,33.5040 ,34.8780 ,34.1180 ,37.5700 ,37.5680 ,34.4140 ,30.6380 ,25.7420 ,19.6140 ,14.2460 ,8.3950 ,3.7490 ,1.4220 ,0.5210 ,0.0980 ,0.0100 
2299,Medium variant,Brunei Darussalam,,96,Country/Area,920,2035,26.2140 ,27.6730 ,29.4630 ,31.5280 ,34.4600 ,31.0090 ,33.3550 ,34.6780 ,33.8430 ,37.0990 ,36.8340 ,33.3660 ,29.2580 ,24.0620 ,17.6780 ,11.9910 ,6.2450 ,2.2580 ,0.6150 ,0.1390 ,0.0140 
2300,Medium variant,Brunei Darussalam,,96,Country/Area,920,2040,25.3290 ,26.1810 ,27.6470 ,29.4160 ,31.4290 ,34.3310 ,30.8820 ,33.1770 ,34.4120 ,33.4440 ,36.4210 ,35.7760 ,31.9500 ,27.4630 ,21.8320 ,15.0240 ,9.0560 ,3.8460 ,1.0070 ,0.1730 ,0.0210 
