"X","country","age","year","care_setting","predicted_cfr","predicted_cfr_lb","predicted_cfr_ub"
26,"AFG",2.08333333333333,2019,"community",0.014468701753179,0.0136189582656252,0.01553393929036
27,"AFG",2.16666666666667,2019,"community",0.014285720328477,0.0134627234972728,0.0153087136916637
28,"AFG",2.25,2019,"community",0.0141112119490202,0.0133112656316582,0.0151254023039334
29,"AFG",2.33333333333333,2019,"community",0.01394492526368,0.0131590462862731,0.0149475804798829
30,"AFG",2.41666666666667,2019,"community",0.0137866223251071,0.0130142390415187,0.0147737730616062
31,"AFG",2.5,2019,"community",0.0136360780472713,0.0128751119668501,0.0146179955146901
32,"AFG",2.58333333333333,2019,"community",0.0134930796946764,0.0127349920461407,0.014452108133444
33,"AFG",2.66666666666667,2019,"community",0.0133574264017798,0.0126034210813327,0.0142981965826186
34,"AFG",2.75,2019,"community",0.0132289287212355,0.012487687516791,0.014151392971009
35,"AFG",2.83333333333333,2019,"community",0.0131074081996619,0.0123741093592814,0.014012750899454
36,"AFG",2.91666666666667,2019,"community",0.0129926969797174,0.0122559022121249,0.0138853036815861
37,"AFG",3,2019,"community",0.0128846374273417,0.0121452550525722,0.0137671122047576
38,"AFG",3.08333333333333,2019,"community",0.0127830817830963,0.0120471435896865,0.0136694258227333
39,"AFG",3.16666666666667,2019,"community",0.0126878918366045,0.0119620024697448,0.0135732740128915
40,"AFG",3.25,2019,"community",0.0125989386231628,0.0118823294480301,0.0134797616353371
41,"AFG",3.33333333333333,2019,"community",0.0125161021416561,0.0118079629543535,0.0133904405422613
42,"AFG",3.41666666666667,2019,"community",0.0124392710929736,0.0117388108901386,0.0133054445455612
43,"AFG",3.5,2019,"community",0.0123683426381795,0.0116748118757469,0.013225964377562
44,"AFG",3.58333333333333,2019,"community",0.0123032221757526,0.0116159303524318,0.0131547730899124
45,"AFG",3.66666666666667,2019,"community",0.0122438231372607,0.0115592376809528,0.0130889176141532
46,"AFG",3.75,2019,"community",0.0121900668008909,0.0115074782401799,0.013029181359355
47,"AFG",3.83333333333333,2019,"community",0.0121418821221408,0.0114649258707624,0.0129753821049902
48,"AFG",3.91666666666667,2019,"community",0.012096543959825,0.0114191621411056,0.0129278171614276
49,"AFG",4,2019,"community",0.0120513730263027,0.0113732880343838,0.0128795193476732
50,"AFG",4.08333333333333,2019,"community",0.0120063687201508,0.011329700840354,0.0128339364336633
51,"AFG",4.16666666666667,2019,"community",0.0119615304419948,0.0112873835292375,0.012784920956422
52,"AFG",4.25,2019,"community",0.0119168575945019,0.0112463948262205,0.0127316678546762
53,"AFG",4.33333333333333,2019,"community",0.0118723495823753,0.0112020032667981,0.0126801056074436
54,"AFG",4.41666666666667,2019,"community",0.0118280058123482,0.011162683621227,0.0126294135699268
55,"AFG",4.5,2019,"community",0.0117838256931774,0.0111244866160356,0.0125789216053296
56,"AFG",4.58333333333333,2019,"community",0.0117398086356375,0.0110841269444049,0.0125286289446025
57,"AFG",4.66666666666667,2019,"community",0.0116959540525148,0.0110439120740642,0.0124814300142726
58,"AFG",4.75,2019,"community",0.011652261358601,0.0110038414973039,0.012436350170543
59,"AFG",4.83333333333333,2019,"community",0.0116087299706876,0.0109610167452798,0.0123914311430495
60,"AFG",4.91666666666667,2019,"community",0.0115653593075595,0.0109166656130926,0.0123455868661658
61,"AGO",0,2019,"community",0.02909139975419,0.0265313752659333,0.0317360203356994
62,"AGO",0.0833333333333333,2019,"community",0.0265940655015953,0.0243209259784654,0.0287992533397931
63,"AGO",0.166666666666667,2019,"community",0.0245588327339302,0.0224076508053065,0.0267925838702892
64,"AGO",0.25,2019,"community",0.0229122390739415,0.020707840967892,0.0253461070386747
65,"AGO",0.333333333333333,2019,"community",0.0215968562938851,0.0193427301739563,0.0240869809853466
66,"AGO",0.416666666666667,2019,"community",0.0205682359458385,0.018353318101234,0.0230256010587284
67,"AGO",0.5,2019,"community",0.0197925809708043,0.0176682467080012,0.0221217874327794
68,"AGO",0.583333333333333,2019,"community",0.0192450028830643,0.0173066452066652,0.0213825646792266
69,"AGO",0.666666666666667,2019,"community",0.0189082571170179,0.0171542772117786,0.0207929143984173
70,"AGO",0.75,2019,"community",0.0187041723878869,0.0170110601306448,0.0204155737011836
71,"AGO",0.833333333333333,2019,"community",0.0184903373225293,0.0168817984486584,0.0201361157552531
72,"AGO",0.916666666666667,2019,"community",0.0182630093220662,0.0167323504649363,0.0199028363961882
73,"AGO",1,2019,"community",0.0180227379976952,0.0164983160889968,0.0196957491130219
74,"AGO",1.08333333333333,2019,"community",0.017770099543693,0.0162820097308357,0.0195097553826519
75,"AGO",1.16666666666667,2019,"community",0.0175056945023319,0.0159945336552758,0.0192476565063762
76,"AGO",1.25,2019,"community",0.017230145451501,0.0157323612374166,0.0189491519534303
77,"AGO",1.33333333333333,2019,"community",0.0169447880539227,0.0154879367898679,0.0186061642685317
78,"AGO",1.41666666666667,2019,"community",0.0166652379746429,0.0152536515473015,0.018269629235201
79,"AGO",1.5,2019,"community",0.0163974014993297,0.0150132610892602,0.0179610478845333
80,"AGO",1.58333333333333,2019,"community",0.0161408670480708,0.0147863740452634,0.0176749268774009
81,"AGO",1.66666666666667,2019,"community",0.0158952434797525,0.0145717320830344,0.017399556542789
82,"AGO",1.75,2019,"community",0.0156601591634789,0.0143810635834716,0.017126982451939
83,"AGO",1.83333333333333,2019,"community",0.0154352611004564,0.0141904577758153,0.0168538925974149
84,"AGO",1.91666666666667,2019,"community",0.0152202140938481,0.0139919158539875,0.0165951834795724
85,"AGO",2,2019,"community",0.0150146999642326,0.013813801847039,0.0163584202269286
86,"AGO",2.08333333333333,2019,"community",0.0148184168084305,0.0136312681875914,0.0161489505977502
87,"AGO",2.16666666666667,2019,"community",0.0146310782995783,0.0134474960724007,0.0159491970288337
88,"AGO",2.25,2019,"community",0.0144524130264489,0.0132871320320682,0.0157591513365472
89,"AGO",2.33333333333333,2019,"community",0.0142821638701273,0.0131226723180933,0.0155767972801625
90,"AGO",2.41666666666667,2019,"community",0.0141200874162551,0.0129768769749608,0.0153995605462261
91,"AGO",2.5,2019,"community",0.013965953401162,0.0128382372071383,0.0152341106298071
92,"AGO",2.58333333333333,2019,"community",0.0138195441902959,0.0126917855807449,0.0150691615510363
93,"AGO",2.66666666666667,2019,"community",0.0136806542874593,0.012562714900997,0.0149211766659681
94,"AGO",2.75,2019,"community",0.0135490898734458,0.0124394252694029,0.0147724007412543
95,"AGO",2.83333333333333,2019,"community",0.0134246683727589,0.0123164886770141,0.0146317870065259
96,"AGO",2.91666666666667,2019,"community",0.0133072180471722,0.0122115484306668,0.0145193843432548
97,"AGO",3,2019,"community",0.0131965776149714,0.0121091548565827,0.0144077622644641
98,"AGO",3.08333333333333,2019,"community",0.0130925958947919,0.0120110243996893,0.014291441876274
99,"AGO",3.16666666666667,2019,"community",0.012995131473036,0.0119175799301524,0.0141879833664963
100,"AGO",3.25,2019,"community",0.0129040523939221,0.011830736985358,0.0140878952110381
101,"AGO",3.33333333333333,2019,"community",0.0128192358712871,0.0117533932954795,0.0139945596461786
102,"AGO",3.41666666666667,2019,"community",0.0127405680213194,0.0116823697528919,0.0139079587893004
103,"AGO",3.5,2019,"community",0.0126679436154678,0.0116167836463923,0.0138279940278465
104,"AGO",3.58333333333333,2019,"community",0.0126012658528239,0.0115565554862175,0.0137546441491922
105,"AGO",3.66666666666667,2019,"community",0.0125404461513342,0.0115016451317844,0.0136885150451939
106,"AGO",3.75,2019,"community",0.0124854039572521,0.0114519559066655,0.0136291877702813
107,"AGO",3.83333333333333,2019,"community",0.0124360665721202,0.0114074172288807,0.0135753424634984
108,"AGO",3.91666666666667,2019,"community",0.0123896436932236,0.0113655090446345,0.013524310412858
109,"AGO",4,2019,"community",0.0123433919413993,0.0113262660142956,0.0134734675843777
110,"AGO",4.08333333333333,2019,"community",0.0122973107019699,0.0112881086234301,0.0134227370252276
111,"AGO",4.16666666666667,2019,"community",0.0122513993623456,0.0112500783475203,0.0133721455192564
112,"AGO",4.25,2019,"community",0.0122056573120177,0.0112121747728485,0.0133216925815261
113,"AGO",4.33333333333333,2019,"community",0.0121600839425529,0.011174397486978,0.0132714274950965
114,"AGO",4.41666666666667,2019,"community",0.0121146786475869,0.0111367460787485,0.0132213495796266
115,"AGO",4.5,2019,"community",0.0120694408228182,0.0110993002405487,0.0131711732348062
116,"AGO",4.58333333333333,2019,"community",0.012024369866002,0.0110620555693125,0.0131217973667676
117,"AGO",4.66666666666667,2019,"community",0.0119794651769443,0.0110249344983396,0.0130718922480851
118,"AGO",4.75,2019,"community",0.0119347261574953,0.0109879366267406,0.0130196206478609
119,"AGO",4.83333333333333,2019,"community",0.0118901522115438,0.010951061554864,0.0129664267644522
120,"AGO",4.91666666666667,2019,"community",0.0118457427450108,0.0109128984238457,0.0129129379195986
121,"ALB",0,2019,"community",0.0103096002478926,0.00973444832314193,0.0108979355054949
122,"ALB",0.0833333333333333,2019,"community",0.00940895390456954,0.0088962181153942,0.0099529301083532
123,"ALB",0.166666666666667,2019,"community",0.00867716685088708,0.00810950971425249,0.00926498895886532
124,"ALB",0.25,2019,"community",0.00808656219450521,0.00745389859314315,0.00874509667737607
125,"ALB",0.333333333333333,2019,"community",0.00761568180456197,0.00694231455966385,0.00831991969875885
126,"ALB",0.416666666666667,2019,"community",0.00724802726124846,0.00657092569821609,0.00795336564590761
127,"ALB",0.5,2019,"community",0.00697111942311616,0.00634236554597463,0.00764194343276873
128,"ALB",0.583333333333333,2019,"community",0.00677580563025752,0.00620432962290601,0.00737390985693022
129,"ALB",0.666666666666667,2019,"community",0.00665576306742218,0.00617811649989643,0.00715707661485052
130,"ALB",0.75,2019,"community",0.00658303727154119,0.00619998375613827,0.00698631145949317
131,"ALB",0.833333333333333,2019,"community",0.00650685796144053,0.00619395115794162,0.00685544911451273
132,"ALB",0.916666666666667,2019,"community",0.00642589534522272,0.00612645055562755,0.00677030729569211
133,"ALB",1,2019,"community",0.006340349391442,0.00602614093001659,0.00668257454050346
134,"ALB",1.08333333333333,2019,"community",0.00625042951944816,0.00591516501662392,0.00659871372900308
135,"ALB",1.16666666666667,2019,"community",0.00615635375480304,0.00580833047216847,0.00651038468759294
136,"ALB",1.25,2019,"community",0.00605834785835955,0.00571878426344968,0.00640964536278268
137,"ALB",1.33333333333333,2019,"community",0.00595689093064864,0.00562498175653933,0.00629438680463245
138,"ALB",1.41666666666667,2019,"community",0.00585753578607465,0.00554057714982855,0.00618522488203765
139,"ALB",1.5,2019,"community",0.00576237814282701,0.00545540070616304,0.00608863684576827
140,"ALB",1.58333333333333,2019,"community",0.00567126742079581,0.00537376261138921,0.00599013862499648
141,"ALB",1.66666666666667,2019,"community",0.00558406068147847,0.00529768913295893,0.00589856441944814
142,"ALB",1.75,2019,"community",0.00550062226512254,0.00522226467453591,0.00579993034648788
143,"ALB",1.83333333333333,2019,"community",0.00542082344870035,0.00514491700196673,0.00570945662870161
144,"ALB",1.91666666666667,2019,"community",0.00534454212356841,0.00507113784333489,0.00563160858095308
145,"ALB",2,2019,"community",0.00527166249173503,0.00500124801386044,0.00556185913059676
146,"ALB",2.08333333333333,2019,"community",0.0052020747797262,0.00493318712957882,0.0054854455997235
147,"ALB",2.16666666666667,2019,"community",0.00513567496910283,0.00486793962773157,0.00542035559859635
148,"ALB",2.25,2019,"community",0.00507236454274128,0.00480596486164975,0.00535833282934353
149,"ALB",2.33333333333333,2019,"community",0.00501205024604513,0.00474463533917978,0.00529779877495559
150,"ALB",2.41666666666667,2019,"community",0.00495464386230822,0.00468733303382088,0.00523984473082078
151,"ALB",2.5,2019,"community",0.00490006200149897,0.00463676828324152,0.005183479185979
152,"ALB",2.58333333333333,2019,"community",0.00484822590178236,0.00458629750666993,0.00513212057862149
153,"ALB",2.66666666666667,2019,"community",0.00479906124313999,0.00453756308819179,0.00508212429071279
154,"ALB",2.75,2019,"community",0.00475249797249046,0.00449060127776067,0.00503723339905203
155,"ALB",2.83333333333333,2019,"community",0.00470847013975139,0.00444701608463238,0.00499708030689329
156,"ALB",2.91666666666667,2019,"community",0.00466691574432173,0.00440585018745706,0.0049515045590917
157,"ALB",3,2019,"community",0.00462777659149799,0.00436665204702351,0.0049125540160415
158,"ALB",3.08333333333333,2019,"community",0.00459099815837153,0.00433043982308734,0.00487623431856447
159,"ALB",3.16666666666667,2019,"community",0.00455652946878541,0.00429656111134591,0.00484291211024159
160,"ALB",3.25,2019,"community",0.00452432297695953,0.00426499516418763,0.00481129150823305
161,"ALB",3.33333333333333,2019,"community",0.00449433445942099,0.00423754022692821,0.00478045158226726
162,"ALB",3.41666666666667,2019,"community",0.00446652291490384,0.00421257317306613,0.00475094895323264
163,"ALB",3.5,2019,"community",0.00444085047190834,0.00418911447824495,0.00472460983417064
164,"ALB",3.58333333333333,2019,"community",0.00441728230363422,0.0041666676189729,0.00470051717762827
165,"ALB",3.66666666666667,2019,"community",0.00439578655002625,0.00414705773007295,0.00467812209666576
166,"ALB",3.75,2019,"community",0.0043763342466929,0.00412891726218092,0.00465704659424071
167,"ALB",3.83333333333333,2019,"community",0.00435889926042029,0.00411284432147003,0.00463771733859268
168,"ALB",3.91666666666667,2019,"community",0.00434249524384018,0.00409782395306252,0.00461867237659609
169,"ALB",4,2019,"community",0.00432615269289976,0.00408285821751206,0.00460005996056997
170,"ALB",4.08333333333333,2019,"community",0.00430987137930328,0.00406851563153413,0.0045810493561025
171,"ALB",4.16666666666667,2019,"community",0.00429365107558784,0.00405425737009251,0.00456295880318924
172,"ALB",4.25,2019,"community",0.00427749155512037,0.00404006754974742,0.00454525753916374
173,"ALB",4.33333333333333,2019,"community",0.00426139259209475,0.00402592719282809,0.00452761973851572
174,"ALB",4.41666666666667,2019,"community",0.00424535396152893,0.00401183612831554,0.00451003279307831
175,"ALB",4.5,2019,"community",0.00422937543926203,0.00399779418577233,0.00449251385612186
176,"ALB",4.58333333333333,2019,"community",0.00421345680195141,0.00398321330194628,0.00447510989761379
177,"ALB",4.66666666666667,2019,"community",0.00419759782706984,0.00396900923217748,0.00445776117183965
178,"ALB",4.75,2019,"community",0.0041817982929026,0.00395556491770724,0.00444045824486234
179,"ALB",4.83333333333333,2019,"community",0.00416605797854466,0.00394109213977639,0.00442322218137965
180,"ALB",4.91666666666667,2019,"community",0.00415037666389778,0.00392575310308681,0.00440603757002985
181,"ARE",0,2019,"community",0.00631449454851239,0.00568898514189417,0.0069305940449385
182,"ARE",0.0833333333333333,2019,"community",0.00576082896492411,0.00521402397069744,0.00630637312739789
183,"ARE",0.166666666666667,2019,"community",0.00531125572080615,0.0047857677919698,0.00584977168049924
184,"ARE",0.25,2019,"community",0.00494860556458394,0.00442529961439552,0.00550368112320855
185,"ARE",0.333333333333333,2019,"community",0.00465958998387576,0.00413131216336638,0.00523622518917294
186,"ARE",0.416666666666667,2019,"community",0.00443400606084866,0.00391878702342177,0.00500500568231436
187,"ARE",0.5,2019,"community",0.00426414494228959,0.00377144368912665,0.00480410100758621
188,"ARE",0.583333333333333,2019,"community",0.00414435745704758,0.00369254476017989,0.00463639195648899
189,"ARE",0.666666666666667,2019,"community",0.00407074348698394,0.00364596877572344,0.00452042442161278
190,"ARE",0.75,2019,"community",0.00402614904531895,0.00364797172204992,0.00443908653831985
191,"ARE",0.833333333333333,2019,"community",0.00397943967644053,0.0036142937011629,0.00437697090365292
192,"ARE",0.916666666666667,2019,"community",0.00392980047164922,0.00357869426875104,0.00432167997243436
193,"ARE",1,2019,"community",0.00387735457878459,0.00352100440916567,0.0042862475649862
194,"ARE",1.08333333333333,2019,"community",0.00382223093731015,0.00346939745436457,0.00423702556062357
195,"ARE",1.16666666666667,2019,"community",0.00376456375417931,0.00341626178126223,0.00418166002208835
196,"ARE",1.25,2019,"community",0.00370449196372209,0.00336046805952933,0.00411484899308144
197,"ARE",1.33333333333333,2019,"community",0.00364230974470216,0.00330251186355339,0.0040483273427367
198,"ARE",1.41666666666667,2019,"community",0.00358142047304528,0.00324599011059938,0.00397546583535662
199,"ARE",1.5,2019,"community",0.00352310805134309,0.00319460039501213,0.00390583813724589
200,"ARE",1.58333333333333,2019,"community",0.00346727963988654,0.00314320149502957,0.00384186631061189
201,"ARE",1.66666666666667,2019,"community",0.00341384713143775,0.0030951616648591,0.00377155906550082
202,"ARE",1.75,2019,"community",0.0033627269245148,0.00304934678099326,0.00371081924439163
203,"ARE",1.83333333333333,2019,"community",0.00331383970983144,0.0030028280545649,0.00365908579573505
204,"ARE",1.91666666666667,2019,"community",0.00326711026915331,0.00295951648290222,0.00360920156511168
205,"ARE",2,2019,"community",0.00322246728587843,0.00291909843094239,0.00356047673657012
206,"ARE",2.08333333333333,2019,"community",0.00317984316669427,0.00288092318046241,0.00351114333491124
207,"ARE",2.16666666666667,2019,"community",0.00313917387370456,0.00284607654766269,0.00347169497169817
208,"ARE",2.25,2019,"community",0.00310039876645769,0.0028109589861256,0.00342916503503114
209,"ARE",2.33333333333333,2019,"community",0.00306346045334534,0.00277744001405156,0.00338905477300061
210,"ARE",2.41666666666667,2019,"community",0.0030283046518736,0.00274557111678682,0.00334559634265048
211,"ARE",2.5,2019,"community",0.00299488005734165,0.00271410975029656,0.00330441874537919
212,"ARE",2.58333333333333,2019,"community",0.00296313821949275,0.002684819241339,0.00326889251658973
213,"ARE",2.66666666666667,2019,"community",0.00293303342673127,0.00265510052347656,0.00323495805151883
214,"ARE",2.75,2019,"community",0.00290452259752604,0.00262691313025292,0.00320536082073676
215,"ARE",2.83333333333333,2019,"community",0.00287756517864576,0.00260041500985246,0.00317387741294509
216,"ARE",2.91666666666667,2019,"community",0.00285212304989616,0.00257755231320136,0.0031458219274166
217,"ARE",3,2019,"community",0.00282816043505088,0.00255487762242948,0.00312032091302594
218,"ARE",3.08333333333333,2019,"community",0.00280564381868986,0.0025348688877215,0.00309634945724249
219,"ARE",3.16666666666667,2019,"community",0.00278454186867872,0.00251612001011577,0.00307398230205309
220,"ARE",3.25,2019,"community",0.00276482536404213,0.00249858533592476,0.00305314410618923
221,"ARE",3.33333333333333,2019,"community",0.00274646712800204,0.00248227013518924,0.00303419534334511
222,"ARE",3.41666666666667,2019,"community",0.00272944196596909,0.00246712638256919,0.00301668860580466
223,"ARE",3.5,2019,"community",0.00271372660829194,0.00245312813621447,0.00300039401467597
224,"ARE",3.58333333333333,2019,"community",0.00269929965758454,0.00244025695233404,0.0029852800697713
225,"ARE",3.66666666666667,2019,"community",0.00268614154046699,0.00242849593165864,0.00297133725185525
226,"ARE",3.75,2019,"community",0.00267423446356913,0.00241782968265931,0.00295835273535945
227,"ARE",3.83333333333333,2019,"community",0.00266356237362346,0.00240824570615047,0.00294675223365755
228,"ARE",3.91666666666667,2019,"community",0.00265352148093047,0.00239900809959405,0.00293416332281455
229,"ARE",4,2019,"community",0.00264351833929487,0.00239021688642329,0.00292150899515189
230,"ARE",4.08333333333333,2019,"community",0.00263355280753784,0.00238124787825622,0.00290890910902173
231,"ARE",4.16666666666667,2019,"community",0.00262362474500286,0.00237290083712844,0.00289634465519054
232,"ARE",4.25,2019,"community",0.00261373401155379,0.00236461975283783,0.00288381940214084
233,"ARE",4.33333333333333,2019,"community",0.00260388046757303,0.00235576562079695,0.00287134815994354
234,"ARE",4.41666666666667,2019,"community",0.00259406397395959,0.00234736445034068,0.00285893069703612
235,"ARE",4.5,2019,"community",0.00258428439212729,0.00233899317477616,0.00284656678283724
236,"ARE",4.58333333333333,2019,"community",0.00257454158400283,0.00233065168820702,0.00283524675860118
237,"ARE",4.66666666666667,2019,"community",0.00256483541202396,0.00232214773435066,0.00282524542383476
238,"ARE",4.75,2019,"community",0.00255516573913764,0.00231290328940103,0.00281527930116568
239,"ARE",4.83333333333333,2019,"community",0.00254553242879819,0.00230369930457137,0.00280534826719179
240,"ARE",4.91666666666667,2019,"community",0.00253593534496541,0.00229453186486422,0.00279490177166004
241,"ARM",0,2019,"community",0.00717244669445953,0.00661270109162741,0.00776452056535193
242,"ARM",0.0833333333333333,2019,"community",0.00654404982824882,0.00601257529841747,0.00705369614269378
243,"ARM",0.166666666666667,2019,"community",0.00603372521131379,0.00549468377202252,0.00657135016996897
244,"ARM",0.25,2019,"community",0.00562202397731406,0.00505824087043564,0.00619978227948236
245,"ARM",0.333333333333333,2019,"community",0.00529388768956686,0.00472017279282093,0.00587857885371632
246,"ARM",0.416666666666667,2019,"community",0.00503775104575276,0.004476923298847,0.00562634474626241
247,"ARM",0.5,2019,"community",0.0048448737813374,0.00431775876179544,0.00539800635498727
248,"ARM",0.583333333333333,2019,"community",0.00470884972844681,0.00422398783206487,0.00521686448326408
249,"ARM",0.666666666666667,2019,"community",0.00462525555820169,0.00418239212451812,0.00507056852995711
250,"ARM",0.75,2019,"community",0.00457461441471445,0.00418918648605068,0.00495491557939071
251,"ARM",0.833333333333333,2019,"community",0.0045215709119087,0.00416363549516045,0.00487944999575516
252,"ARM",0.916666666666667,2019,"community",0.00446519952301931,0.00413846740155072,0.00480788906435775
253,"ARM",1,2019,"community",0.00440563996488373,0.00408297644297707,0.00475755300662152
254,"ARM",1.08333333333333,2019,"community",0.00434303853213399,0.00402762774827256,0.00469701498617981
255,"ARM",1.16666666666667,2019,"community",0.00427754750351622,0.00396300734408182,0.00463176906008198
256,"ARM",1.25,2019,"community",0.00420932453002233,0.00389823934176133,0.00455944068127805
257,"ARM",1.33333333333333,2019,"community",0.00413870358151735,0.00383400924278571,0.00447997539277119
258,"ARM",1.41666666666667,2019,"community",0.0040695498817223,0.00377498125985997,0.00439852839340356
259,"ARM",1.5,2019,"community",0.00400332170480933,0.00370948553943876,0.0043233472526571
260,"ARM",1.58333333333333,2019,"community",0.00393991374591459,0.00365366580241797,0.00425038726973691
261,"ARM",1.66666666666667,2019,"community",0.00387922606293612,0.00359814618072849,0.00418767433609896
262,"ARM",1.75,2019,"community",0.00382116382010741,0.0035389825335779,0.00412346516292481
263,"ARM",1.83333333333333,2019,"community",0.00376563704641636,0.00348271949495503,0.00406216010343405
264,"ARM",1.91666666666667,2019,"community",0.00371256040803955,0.00343099163357278,0.00400359591840482
265,"ARM",2,2019,"community",0.00366185299401393,0.00338347538810368,0.00394971858825372
266,"ARM",2.08333333333333,2019,"community",0.00361343811441697,0.00334386809604159,0.00389836723873829
267,"ARM",2.16666666666667,2019,"community",0.00356724311037283,0.00330584818112042,0.00384658531548118
268,"ARM",2.25,2019,"community",0.00352319917524519,0.00326717899408148,0.00380004053960318
269,"ARM",2.33333333333333,2019,"community",0.0034812411864182,0.00322505313769235,0.0037545990797327
270,"ARM",2.41666666666667,2019,"community",0.00344130754710552,0.00318418611344845,0.00371344519100613
271,"ARM",2.5,2019,"community",0.00340334003766328,0.00314756756944633,0.00367366918821375
272,"ARM",2.58333333333333,2019,"community",0.00336728367591703,0.00311153389004463,0.00363797599330612
273,"ARM",2.66666666666667,2019,"community",0.00333308658604444,0.00307776779036011,0.00360122398087453
274,"ARM",2.75,2019,"community",0.00330069987558593,0.00304527121034609,0.00356932498825334
275,"ARM",2.83333333333333,2019,"community",0.00327007752018386,0.00301542422287209,0.00353916556027168
276,"ARM",2.91666666666667,2019,"community",0.00324117625567752,0.00298687570970193,0.00351037029896725
277,"ARM",3,2019,"community",0.00321395547720684,0.00296010457237661,0.00348298268984987
278,"ARM",3.08333333333333,2019,"community",0.00318837714500166,0.00293632918514615,0.00345648548917365
279,"ARM",3.16666666666667,2019,"community",0.00316440569655594,0.00291489826091798,0.00343127453400518
280,"ARM",3.25,2019,"community",0.00314200796490817,0.00289490179344714,0.00340708363109813
281,"ARM",3.33333333333333,2019,"community",0.0031211531027693,0.00287634832282525,0.00338359665417088
282,"ARM",3.41666666666667,2019,"community",0.00310181251225941,0.00285892669953973,0.00336317381243372
283,"ARM",3.5,2019,"community",0.00308395978003228,0.0028420011939191,0.00334461643358002
284,"ARM",3.58333333333333,2019,"community",0.00306757061758514,0.0028266844662456,0.00332715455936104
285,"ARM",3.66666666666667,2019,"community",0.00305262280656757,0.00281295160016037,0.00331011335532655
286,"ARM",3.75,2019,"community",0.00303909614891936,0.00280078032981748,0.0032946181094131
287,"ARM",3.83333333333333,2019,"community",0.00302697242164128,0.00279015098001704,0.00328073434758631
288,"ARM",3.91666666666667,2019,"community",0.00301556571590713,0.00278030366716632,0.00326764510113048
289,"ARM",4,2019,"community",0.00300420186515985,0.00277049101431022,0.00325473140062943
290,"ARM",4.08333333333333,2019,"community",0.00299288070936767,0.00276085153142308,0.00324191243330157
291,"ARM",4.16666666666667,2019,"community",0.00298160208908909,0.00275159181807438,0.0032291973942336
292,"ARM",4.25,2019,"community",0.00297036584547076,0.00274236307807741,0.00321628216466361
293,"ARM",4.33333333333333,2019,"community",0.00295917182024536,0.00273316520839162,0.00320357203438701
294,"ARM",4.41666666666667,2019,"community",0.00294801985572949,0.00272399810631544,0.00319091197139497
295,"ARM",4.5,2019,"community",0.00293690979482159,0.00271387387371789,0.0031783017797323
296,"ARM",4.58333333333333,2019,"community",0.00292584148099983,0.00270307468039756,0.00316574126420078
297,"ARM",4.66666666666667,2019,"community",0.00291481475832001,0.00269311123368733,0.00315323023035623
298,"ARM",4.75,2019,"community",0.00290382947141352,0.00268356232756672,0.00314076848450575
299,"ARM",4.83333333333333,2019,"community",0.00289288546548523,0.00267404720165327,0.00312835583370488
300,"ARM",4.91666666666667,2019,"community",0.00288198258631144,0.00266456573703546,0.00311599208575473
