AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:ADDIS_KETEMA
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:AKAKI_KALIT
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:ARADA
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:BOLE
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:GULELE
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:KIRKOS
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:KOLFE_KERAN
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:LIDETA
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:NEFAS_SILK
AFRO:ETHIOPIA:ADDIS_ABABA:ADDIS_ABABA:YEKA
AFRO:ETHIOPIA:AFAR:AWSI_RASU:ADAAR
AFRO:ETHIOPIA:AFAR:AWSI_RASU:AFAMBO
AFRO:ETHIOPIA:AFAR:AWSI_RASU:AYSAITA
AFRO:ETHIOPIA:AFAR:AWSI_RASU:CHIFRA
AFRO:ETHIOPIA:AFAR:AWSI_RASU:DUBTI
AFRO:ETHIOPIA:AFAR:AWSI_RASU:ELIDAR
AFRO:ETHIOPIA:AFAR:AWSI_RASU:KURRI
AFRO:ETHIOPIA:AFAR:AWSI_RASU:MILE
AFRO:ETHIOPIA:AFAR:FANTENA_RASU:AWRA
AFRO:ETHIOPIA:AFAR:FANTENA_RASU:EWA
AFRO:ETHIOPIA:AFAR:FANTENA_RASU:GULINA
AFRO:ETHIOPIA:AFAR:FANTENA_RASU:TERU
AFRO:ETHIOPIA:AFAR:FANTENA_RASU:YALO
AFRO:ETHIOPIA:AFAR:GABI_RASU:AMIBARA
AFRO:ETHIOPIA:AFAR:GABI_RASU:ARGOBA_SPECIAL_WOREDA
AFRO:ETHIOPIA:AFAR:GABI_RASU:AWASH_FENTALE
AFRO:ETHIOPIA:AFAR:GABI_RASU:BURE_MUDAYTU
AFRO:ETHIOPIA:AFAR:GABI_RASU:DULECHA
AFRO:ETHIOPIA:AFAR:GABI_RASU:GEWANE
AFRO:ETHIOPIA:AFAR:HARI_RASU:DALFAGI
AFRO:ETHIOPIA:AFAR:HARI_RASU:DEWE
AFRO:ETHIOPIA:AFAR:HARI_RASU:HADELELA
AFRO:ETHIOPIA:AFAR:HARI_RASU:SIMUROBI_GELEALO
AFRO:ETHIOPIA:AFAR:HARI_RASU:TELALAK
AFRO:ETHIOPIA:AFAR:KILBET_RASU:AB_ALA
AFRO:ETHIOPIA:AFAR:KILBET_RASU:AFDERA
AFRO:ETHIOPIA:AFAR:KILBET_RASU:BERAHILE
AFRO:ETHIOPIA:AFAR:KILBET_RASU:BIDU
AFRO:ETHIOPIA:AFAR:KILBET_RASU:DALUL
AFRO:ETHIOPIA:AFAR:KILBET_RASU:EREBTI
AFRO:ETHIOPIA:AFAR:KILBET_RASU:KONEBA
AFRO:ETHIOPIA:AFAR:KILBET_RASU:MEGALE
