 58.5, 74.2, 76.0, 79.1, 83.5, 87.3, 89.8, 93.7, 95.5, 95.6, 96.5, 96.4, 96.4, 94.4, 93.8, 92.0, 90.9, 90.8, 87.8, 86.8
  8.9, 17.6, 14.7, 15.9, 19.1, 21.0, 24.8, 28.1, 33.1, 34.6, 35.7, 34.6, 32.2, 27.4, 25.3, 31.5, 32.6, 32.6, 33.4, 33.9
  5.9, 11.7,  9.7,  9.9,  9.9, 13.5, 17.0, 20.1, 22.2, 22.5, 24.9, 25.7, 25.6, 23.2, 22.3, 25.1, 28.1, 30.4, 33.2, 33.8
  5.1, 11.3,  9.0,  9.3, 10.9, 17.3, 25.1, 32.9, 35.9, 36.3, 38.8, 41.9, 43.1, 42.0, 43.4, 45.6, 44.6, 43.5, 42.3, 42.1
  4.7,  9.4,  7.2,  8.2, 10.6, 17.4, 25.9, 34.7, 35.5, 37.0, 36.5, 35.4, 33.4, 29.0, 26.7, 29.5, 32.1, 34.1, 36.0, 36.4
 14.1, 23.1, 24.7, 25.3, 24.0, 25.7, 26.7, 26.8, 32.4, 36.1, 39.1, 39.9, 39.1, 34.7, 31.9, 27.8, 30.9, 33.3, 36.4, 38.1
 31.1, 42.5, 41.5, 49.9, 59.7, 66.2, 69.8, 72.7, 76.1, 75.8, 76.1, 77.1, 74.5, 69.2, 67.9, 63.8, 66.4, 69.7, 71.6, 70.9
 30.8, 43.0, 42.6, 43.6, 50.7, 60.1, 67.1, 72.6, 72.3, 73.1, 70.9, 68.4, 62.7, 52.8, 46.4, 48.9, 52.7, 56.6, 60.0, 60.1
 36.4, 48.2, 47.6, 48.4, 53.0, 64.2, 73.1, 79.9, 79.5, 79.7, 81.9, 83.5, 82.6, 80.6, 81.6, 84.6, 83.8, 83.1, 82.1, 81.0
 23.4, 31.8, 29.9, 30.1, 36.0, 49.0, 59.8, 68.4, 69.1, 70.7, 72.1, 73.2, 71.3, 66.9, 66.5, 72.5, 73.0, 74.2, 74.8, 73.4
 38.3, 51.1, 52.0, 49.9, 56.1, 65.0, 70.7, 75.9, 78.4, 77.2, 76.6, 75.9, 72.4, 65.7, 62.7, 63.2, 66.0, 69.4, 71.9, 70.8
 31.6, 43.2, 42.1, 43.9, 51.7, 61.7, 68.5, 73.9, 74.9, 74.1, 75.4, 76.9, 74.8, 70.6, 70.3, 68.9, 70.9, 72.9, 74.2, 73.1
 30.3, 42.1, 41.1, 35.6, 41.6, 52.4, 59.9, 66.0, 68.8, 64.7, 66.0, 67.4, 64.3, 58.6, 57.0, 52.9, 57.7, 62.5, 66.5, 65.8
 21.9, 30.8, 29.3, 26.2, 31.2, 42.4, 51.0, 58.4, 64.7, 66.1, 68.2, 70.4, 69.3, 65.1, 65.5, 62.4, 63.1, 64.0, 64.3, 64.2
 24.9, 34.3, 33.2, 33.4, 39.7, 49.6, 57.5, 64.4, 65.6, 67.3, 66.6, 65.3, 60.6, 51.7, 47.4, 49.4, 53.5, 57.4, 60.5, 60.7
 26.3, 34.6, 34.2, 37.8, 36.4, 47.6, 56.1, 63.2, 60.7, 63.3, 64.0, 65.6, 63.2, 58.5, 58.1, 64.2, 66.6, 68.7, 70.4, 70.0
 37.4, 50.0, 51.4, 51.7, 58.2, 66.7, 72.0, 76.6, 77.5, 77.9, 77.0, 75.8, 72.1, 64.4, 60.3, 62.4, 65.7, 69.4, 72.2, 70.9
 39.8, 51.6, 54.4, 57.3, 57.0, 66.9, 73.3, 78.6, 78.7, 75.9, 73.9, 71.9, 66.5, 57.2, 51.3, 54.3, 59.5, 64.4, 68.7, 67.9
 17.5, 26.3, 26.7, 28.5, 40.8, 53.2, 66.3, 76.3, 81.6, 81.8, 84.1, 85.7, 86.2, 86.0, 85.1, 83.6, 81.6, 80.7, 80.7, 79.9
 10.0, 14.8, 14.1, 18.7, 23.4, 32.9, 44.2, 54.2, 63.6, 66.9, 71.8, 74.2, 75.1, 75.0, 73.7, 69.4, 68.2, 68.5, 69.2, 69.4
