 41.1, 46.1, 50.8, 60.2, 65.0, 64.7, 68.2, 63.9, 63.0, 64.2, 67.3, 68.5, 68.3, 68.1, 65.5, 60.2, 58.6, 55.8, 59.6, 59.9
 47.4, 50.8, 61.3, 64.0, 72.4, 71.3, 71.9, 70.4, 69.7, 73.2, 76.3, 77.8, 75.0, 74.8, 72.1, 62.3, 62.1, 60.1, 63.2, 63.3
 40.5, 47.9, 55.9, 64.7, 71.7, 74.1, 74.9, 79.2, 79.4, 76.6, 78.3, 78.7, 70.4, 73.2, 73.8, 72.0, 73.1, 68.8, 71.4, 70.8
 41.7, 47.4, 53.6, 60.3, 69.3, 72.7, 78.4, 81.3, 81.9, 79.3, 71.4, 67.5, 61.7, 65.9, 67.7, 68.0, 65.8, 61.8, 65.9, 65.4
 37.2, 41.1, 47.2, 59.2, 65.6, 66.0, 66.3, 58.9, 61.7, 65.9, 69.9, 70.8, 70.6, 73.6, 74.5, 72.5, 71.0, 67.0, 69.3, 68.4
 39.2, 48.3, 56.9, 72.9, 77.6, 76.2, 81.7, 78.2, 83.1, 85.4, 89.7, 87.3, 81.1, 84.4, 86.0, 84.4, 83.6, 79.8, 80.7, 79.7
 38.4, 42.2, 42.9, 52.0, 58.5, 60.8, 61.7, 67.1, 68.4, 70.0, 77.5, 77.4, 69.2, 67.0, 62.9, 51.7, 49.4, 48.3, 52.7, 54.1
 42.3, 50.1, 51.5, 63.8, 70.8, 72.5, 71.2, 78.9, 76.2, 75.4, 79.1, 78.6, 72.6, 74.2, 74.1, 70.4, 70.4, 67.0, 69.2, 68.5
 46.0, 51.4, 49.8, 58.3, 68.3, 71.0, 69.4, 77.4, 68.9, 67.6, 71.6, 74.0, 65.2, 67.4, 67.1, 63.0, 55.5, 53.3, 58.2, 59.1
 78.9, 79.5, 79.1, 85.2, 91.9, 93.9, 94.4, 94.2, 93.6, 93.4, 93.8, 94.4, 90.9, 91.4, 92.1, 91.7, 88.0, 82.4, 87.9, 84.9
 69.6, 72.3, 81.5, 82.8, 88.5, 92.3, 93.1, 91.6, 90.4, 89.3, 88.9, 89.1, 85.1, 85.9, 84.8, 85.1, 82.5, 79.3, 81.2, 80.2
 65.8, 69.2, 73.8, 81.3, 87.0, 88.7, 90.6, 90.5, 90.4, 89.0, 86.5, 85.0, 79.2, 73.0, 69.1, 67.5, 64.9, 62.1, 64.8, 65.4
 63.2, 68.1, 71.8, 79.8, 87.0, 89.5, 92.1, 93.5, 93.5, 92.3, 90.7, 88.9, 83.8, 79.7, 75.5, 66.6, 63.8, 60.4, 63.2, 64.0
 43.3, 48.0, 49.1, 55.1, 61.7, 66.8, 70.2, 76.4, 72.3, 72.4, 72.4, 72.6, 65.1, 66.6, 65.5, 62.6, 59.1, 56.4, 60.6, 60.8
 38.5, 43.4, 50.3, 58.0, 66.0, 70.7, 74.2, 73.3, 70.1, 67.8, 65.4, 62.4, 55.5, 59.0, 60.1, 61.5, 60.9, 57.5, 62.0, 61.7
 60.0, 61.1, 68.7, 70.5, 79.6, 80.4, 83.5, 81.8, 80.2, 79.9, 77.6, 76.3, 73.3, 71.6, 70.7, 62.5, 60.4, 57.9, 61.0, 61.6
 32.2, 33.5, 39.0, 41.4, 46.7, 51.2, 55.1, 63.2, 62.7, 61.7, 69.4, 67.2, 58.4, 55.8, 51.1, 43.5, 40.5, 40.1, 47.1, 49.4
 33.7, 37.1, 41.9, 46.5, 50.2, 49.4, 50.6, 51.5, 49.6, 49.8, 62.3, 65.1, 60.5, 59.3, 55.5, 47.3, 47.2, 45.8, 50.6, 51.4
 46.5, 59.0, 63.7, 80.2, 81.9, 86.0, 89.2, 94.1, 94.4, 93.3, 94.6, 93.8, 91.1, 92.2, 92.6, 90.2, 88.1, 84.8, 85.6, 85.7
 39.1, 44.3, 52.3, 60.0, 62.3, 64.7, 70.5, 76.9, 77.9, 76.1, 80.5, 78.6, 73.5, 71.8, 68.0, 59.5, 54.8, 52.0, 56.1, 56.1
 39.8, 43.8, 40.5, 46.4, 51.5, 54.5, 54.3, 65.1, 58.9, 59.6, 66.4, 67.3, 57.0, 54.5, 50.0, 41.8, 32.3, 32.5, 38.6, 41.5
 36.6, 47.1, 49.2, 66.9, 65.3, 68.4, 75.0, 83.3, 82.3, 80.4, 89.2, 89.8, 84.4, 86.7, 87.3, 84.3, 82.2, 78.6, 80.5, 80.8
 36.3, 42.2, 50.4, 58.5, 61.8, 64.5, 67.2, 75.2, 75.8, 74.6, 73.8, 71.7, 71.0, 71.4, 70.3, 63.8, 59.6, 56.8, 60.3, 60.0
 32.6, 31.8, 32.5, 31.5, 32.8, 31.8, 35.7, 36.5, 37.2, 37.5, 35.7, 33.3, 30.9, 38.0, 43.4, 45.4, 47.2, 45.2, 51.7, 52.9
 34.8, 36.2, 40.2, 45.6, 52.0, 52.1, 53.6, 58.1, 58.1, 59.4, 68.8, 72.4, 67.8, 63.2, 55.6, 43.8, 42.8, 42.3, 48.0, 49.6
 42.6, 44.1, 51.7, 55.1, 61.9, 60.4, 57.3, 55.8, 58.8, 58.1, 64.8, 69.1, 65.6, 61.8, 56.0, 45.7, 46.5, 45.7, 50.6, 51.8
